path	state	head_object_sha1	working_sha256	decision	reason
apps/desktop/src/test/setup.ts	  	f149f27ae4bbd7cc4f6253570176a4fce144ef95	60aa525f7ffa6bfd3045d22710d4eeef3a5ff2074ecc3dbcef99374badebad17	drop	legacy product, graphical client, release surface, plan, or documentation
apps/desktop/src/types.ts	  	2bfa7bebab5600386a32c12943e9429f4653b821	99583667283d54cf65a79dbbbc0a41cff01583e6a35a55a4f17f4607b69eb8ff	drop	legacy product, graphical client, release surface, plan, or documentation
apps/desktop/src-tauri/build.rs	  	261851f6b60e0ae6f244b5469289870facc8c997	6aeeab41bc35efde4e3c2b644a6248f7fc06d24ae30b75c0d33491cbb0c1fa31	drop	legacy product, graphical client, release surface, plan, or documentation
apps/desktop/src-tauri/capabilities/default.json	  	878894ff43cb50c383fa157eb7b1fd2cd8c4601b	8dd05e4284449cf21c82ce646dd9a2468c8ab7aa87a445a83c18ebcbb201d7ec	drop	legacy product, graphical client, release surface, plan, or documentation
apps/desktop/src-tauri/Cargo.toml	  	49c95cc5fbbc7087da0f4667e1247f53d0fcb4a2	7def483ea1d02a5bffc2854e54516465da56a44b34e51f176a648233d545ed52	drop	legacy product, graphical client, release surface, plan, or documentation
apps/desktop/src-tauri/icons/128x128.png	  	f7dea7c973b09f88e9034400ee9465a3adbdb5a1	1f3a6699dbeb95b2d9b1e457909e24a62e4303556b40529a60770a07ea4dd4ab	drop	legacy product, graphical client, release surface, plan, or documentation
apps/desktop/src-tauri/icons/128x128@2x.png	  	f3e4b22ad11e1b72e57344fbbbfcd32b2978d18c	8adcb87ff24c478b460771ed3ffeb8dd3317e9afd4a69da00d1f6cdad87432a6	drop	legacy product, graphical client, release surface, plan, or documentation
apps/desktop/src-tauri/icons/32x32.png	  	7fa7d212b59779ab9aea22882154418019584d2d	3e5f77e70ba39c55e18f9018ff9fc9b8eb545a7dc9955c2e6e2e749bf324f2e7	drop	legacy product, graphical client, release surface, plan, or documentation
apps/desktop/src-tauri/icons/icon.ico	  	3403a516557464b07601b134e0f3445a7a411546	ade45afd2c9ab328c91e87adda4d9afe80ec4762b68929f6accdcc485d4be848	drop	legacy product, graphical client, release surface, plan, or documentation
apps/desktop/src-tauri/icons/icon.png	  	2fc8aebe205be2a51aaeae327eb26eaa1b0b44b2	1000a3235ed4be4717d6f62bffb401fc29e5b08fce7b4d2121140461048473fa	drop	legacy product, graphical client, release surface, plan, or documentation
apps/desktop/src-tauri/src/lib.rs	  	8217c112503ce6ea2c06c7915d876bcfdf1db536	58b8b1ac253cae4b9e13d76c2ec714faa52aebece0b8c5d891fa6ce9856696a4	drop	legacy product, graphical client, release surface, plan, or documentation
apps/desktop/src-tauri/src/main.rs	  	73f031a9520df3ef8cb769d0245c67b51006cdd8	ab5e2808ff1d981f17264fd7a706dc4ce21e14df880b0165f997c1d425b4fac0	drop	legacy product, graphical client, release surface, plan, or documentation
apps/desktop/src-tauri/tauri.conf.json	  	fc8568a3dbed47db16c8180ebe61eb6c6578976c	446a5f054350806fa80d54e0ded819d8fb579f8477c73933afc3b5eb5ceb2b00	drop	legacy product, graphical client, release surface, plan, or documentation
apps/desktop/src-tauri/tauri.linux.conf.json	  	59c751711d0c582267c0bbf246a0c0896b3fc04f	ffb449b02a7dbea9f9602f7694a4f93d5b15e4909c150e23063326b1c58327e7	drop	legacy product, graphical client, release surface, plan, or documentation
apps/desktop/tsconfig.json	  	1a1d12d9f2dc7eb42c4c2e547f68d947846fc391	200957cfd16a713b4846a2b9ab54d19f1518a6951c5a52019f1fe307955b72e5	drop	legacy product, graphical client, release surface, plan, or documentation
apps/desktop/vite.config.ts	  	44862eee1ecac61d8125b58c0d7f9c5771275251	49eb020da93d99aa78bf319f0a31708bc77660c258713fecb13c04f8e1d650f0	drop	legacy product, graphical client, release surface, plan, or documentation
Cargo.lock	  	ff9ef7cbb4d2b63a658df162c36a234393a21af0	3a3ca0ea79a9a44102b4662427fbbce984e1b0a59a420538ee74028774fcb702	redesign	workspace identity and build baseline
Cargo.toml	  	ea641375e5fc5d328ff808d0418e607beb1eead2	c71f0b54eb55cfe1e5910c878368ae5088436e4046af18f65d082390b1c841d8	redesign	workspace identity and build baseline
compatibility/adapter-support.json	  	23630cf42aab030bed7dd1f8bedae0e14d805b3b	ae31257895eccc5066760157007b3eb7aff3380512a5f43204e1a5f9d95c0231	drop	legacy product, graphical client, release surface, plan, or documentation
CONTRIBUTING.md	  	776cce44c065621e29e6bba021f5fe9091a2ff99	fa4bb524284b45ecf2a44687e387f486075cfa25b9cd7623b888b57d2357aebc	drop	legacy product, graphical client, release surface, plan, or documentation
crates/context-adapter/Cargo.toml	  	fd78dab158813009883b07a9f60f4d1b04a89669	a04c31150cccbc77619b623d56bf6e59a060214a05ace87230d10df5b58869f9	keep-adapt	provider-neutral core or native adapter
crates/context-adapter/src/jsonl.rs	  	d286a225a64fa6761667e8908cf9e991f7bfe3ca	0dd86deb68107425f812a2aa661dc7a2b397c84e23ec7f4acbe8dc0edd222e55	keep-adapt	provider-neutral core or native adapter
crates/context-adapter/src/lib.rs	  	679d43960088e9e5d4b6815fdc91792aecc05afb	49a694cab8c49595575087f663937f33554bb4c171e87f43edd53a1e9fd26509	keep-adapt	provider-neutral core or native adapter
crates/context-adapter/src/model.rs	  	7f96aea4d9a1f2acfcc9364fb3386077303a0d4d	62206c7195708008a4bd3730e2e59a54a4c8cfa0f55e29e2d570f72b68be77d4	keep-adapt	provider-neutral core or native adapter
crates/context-adapter-claude/Cargo.toml	  	f34dd557f26588dbc399ac1b20b0e80f01e5e325	1242dae2f20edea79fd73f5c942e8eedb8f93da100200e3cef8bf8a363047202	keep-adapt	provider-neutral core or native adapter
crates/context-adapter-claude/src/lib.rs	  	0319b0334d0e56f983dcd29a8128946eb2e9c0ff	14889856ecc5b1717a84d5595ffa73fa59b41c7b773f6357f4eac91cd3b60f59	keep-adapt	provider-neutral core or native adapter
crates/context-adapter-claude/tests/fixtures/catalogue/clear-after.jsonl	  	d058e9a535a90de75b4e41474f0e5a7556dab0be	a996f63055a9d4f45e3447f74179925e6c8f6e51d5ccfc0948a6f924be082b3e	keep-adapt	provider-neutral core or native adapter
crates/context-adapter-claude/tests/fixtures/catalogue/clear-before.jsonl	  	7eb7bcb29af8b70ad95898c54e52c1fead9367ae	e036b4018cd02a417bd1638f7ff8aff0d18f0297d235be1d384e50e802654810	keep-adapt	provider-neutral core or native adapter
crates/context-adapter-claude/tests/fixtures/catalogue/compact.jsonl	  	e0e0ea035c4af671476fc5343433ea609ce11523	2cd230e4f1ef620a986d58506b460b6ccad0cd2e1dcd66a91a75b0469783b5c6	keep-adapt	provider-neutral core or native adapter
crates/context-adapter-claude/tests/fixtures/catalogue/fork.jsonl	  	3acb7b8f8313f23190fff58922a6549b2751868e	4c5fe9b1de3c5e62fa03dd650e6d4a8801531c3a72dccb5e5f6b4148d883a281	keep-adapt	provider-neutral core or native adapter
crates/context-adapter-claude/tests/fixtures/catalogue/parent/subagents/agent-helper.jsonl	  	89e2ce7a2f4a347835a63a2a51e6ca9297fa9cb3	e5e914fce5f0dcdd42016ce8de54b48bc6609f4eadc35cd5497194ff24e10d5f	keep-adapt	provider-neutral core or native adapter
crates/context-adapter-claude/tests/fixtures/catalogue/resume.jsonl	  	a375fc341e5d6b3183bc1e484fc8ab67e3b8ba0d	fcb4c104ffc235dd2dfeb4ca4bfd6d24c5c108062d88b1b5e02a6a64edee6086	keep-adapt	provider-neutral core or native adapter
crates/context-adapter-claude/tests/fixtures/truncated.jsonl	  	8607d599a657df17594e294eb6056120abcf1be3	9d67aee086aebe288c06ff2b4b16c3e01ffcefbe0b730518a016505c8c6188c5	keep-adapt	provider-neutral core or native adapter
crates/context-adapter-codex/Cargo.toml	  	1e5784949d75f0dc0ad7de440143920c1ab702f8	4c64ad91536d01bdf0c31d0d9df02b16d456901dcf907674144864236770bbbe	keep-adapt	provider-neutral core or native adapter
crates/context-adapter-codex/src/app_server.rs	  	9c05b433fc8c11d8f90b534c9102dd86a0f1acea	00fe27c8fc0be26a61dba95916075798518edacdcfc0212a1274d19b2674f665	keep-adapt	provider-neutral core or native adapter
crates/context-adapter-codex/src/lib.rs	  	7e5aa3ba642b1d2c23cd18ad17a4de6e563d84f4	9245a7f6f68468d8c5bdae549bdb9847faaa52c2b985568cecce55cb94af7a44	keep-adapt	provider-neutral core or native adapter
crates/context-adapter-codex/tests/fixtures/catalogue/clear-after.jsonl	  	0e45436c4017772b27545ee291d55557736f696f	50a91fe7ab7177f7308416316008d4441f3d213fb71fa1b4fd95042b5418d648	keep-adapt	provider-neutral core or native adapter
crates/context-adapter-codex/tests/fixtures/catalogue/clear-before.jsonl	  	45c86f2685535cff48f2f1fcb0df4b31fb17cdfd	4264aef49835a739ec7ee6f2df01f02e77862fef8b2a74eef506aff05a188555	keep-adapt	provider-neutral core or native adapter
crates/context-adapter-codex/tests/fixtures/catalogue/fork.jsonl	  	c20664d5fa71f748c9b74f061247d7a491a63157	3294395ff1584c276c002b1b22a499232553bfa02f1b6ecddefe98d4dc2b2450	keep-adapt	provider-neutral core or native adapter
crates/context-adapter-codex/tests/fixtures/catalogue/helper.jsonl	  	55051395289372c6373f1c7f1573aa71a212f149	cf90b664399405672db30ee2730d739409dc8e29f00347b83889c28498b42374	keep-adapt	provider-neutral core or native adapter
crates/context-adapter-codex/tests/fixtures/catalogue/resume.jsonl	  	623118d0c74496522cbce35cea428447a205a9ec	0318ef9094530f1b4d23add64939aa99fac166eb7d96913a8ff05f73d040f57b	keep-adapt	provider-neutral core or native adapter
crates/context-adapter-codex/tests/fixtures/truncated.jsonl	  	0a1d8eef240f8952ed767ca2ae62f9c72ba7292b	1c31e00cda49e99914a75ee46e32ca771e61977b9f7fbb553d5693fe42e413f6	keep-adapt	provider-neutral core or native adapter
crates/context-application/Cargo.toml	  	fb084624e3d5cea1faedca6780a24904db7637a7	0f1e03065bec619e553c980bed14261fbbca82d967dcc0fce6cadf671460a60a	redesign	application, command, storage, or daemon composition
crates/context-application/src/application.rs	 M	2794cc419c4b74f2bbe0f9296abe1adb69c04b4b	a52c2f4d60d7c86680d8f83c6e2db3cb828876bbbbf423faf0ffbda29b496cca	redesign	application, command, storage, or daemon composition
crates/context-application/src/caller.rs	  	e61d06cd7c03d2b13eb73dc72ea105d877a561e1	55826c5d1625f6f918bfaead6041dd14fbfd7fc0f361a4e8b30e07aa35126aa5	keep-adapt	native launch or integration boundary
crates/context-application/src/error.rs	 M	e3a6d9f1b0c69f018315a66c1b68c292e4761535	13cf608abd2689377406177642be98284a133d8568c09dafb121c570e5730363	keep-adapt	native launch or integration boundary
crates/context-application/src/git.rs	  	2b23f8b3cf0f3073188ace6ac6832a33a8309f26	85072eaac5f2786cf4f0f19cffa0acdca504dd9fa268da8ef0319f44a25d33cf	keep-adapt	native launch or integration boundary
crates/context-application/src/hooks.rs	 M	7ff0953b82173ad7773cae15859e0ea95f0862ed	a1567321aee3a72d46104b78071557dbae80177ef1488ef7fe3a91117b0e507a	keep-adapt	native launch or integration boundary
crates/context-application/src/integration.rs	 M	24a4cb20b32a7111dd5847e03f07719e66004eef	1a16836247bd1534520eed691cbb51004fabcde787ce525c738b2b87aa4a9aea	keep-adapt	native launch or integration boundary
crates/context-application/src/lib.rs	 M	5f4ac30ca319ea9216c7de84c0cd00bb6825248b	bb0f5950a41a7882eb833f2332b2479d65d8041b8430ce9feca7cf9d8a310bb1	redesign	application, command, storage, or daemon composition
crates/context-application/src/provider.rs	  	94aa2802d3f983e2f6bed96f66c1b6b53a2f4a66	7924f824ffda3f448f57f7289bc64c29c9af7e54cf56e09a087f43c852ee49dc	keep-adapt	native launch or integration boundary
crates/context-application/src/resume.rs	  	85d75371bacc9306c1dc481c212f4762b372e48e	f1df8dc93de3be95a14fd053e37f45a55779fc39019a2fa22261d26ff3785ce7	keep-adapt	native launch or integration boundary
crates/context-application/src/storage/compatibility.rs	  	ee2d0a21463436d2f45e773d6dcfad1977ef8f04	ea696c34d9bf1ca82c70e027a3f40a8c09083da7b721047bdaaec19bd1cf063b	redesign	storage primitive to extract from catalogue schema
crates/context-application/src/storage/desktop.rs	  	e8c0289a93852b5f0513ce32c8efec677dfe7ffa	24b86f4828773b807e585912b7f84d26c4b95ce841fb3adeda59b50ef5b2f372	redesign	application, command, storage, or daemon composition
crates/context-application/src/storage/diagnostics.rs	  	73897e3dc20dc10e04a952dd92097ddca4c0993b	1dc67994aabc69a62885f3c64cc7d26183e9b0d08e88d6163651d5a9cc21053b	redesign	storage primitive to extract from catalogue schema
crates/context-application/src/storage/discovery.rs	  	7148893547de3e80857f939c13538e50f6004194	820ccf5aa7de3a460cbd935185390a2ed12856fad49920f638b6a7eb72a33e9f	redesign	storage primitive to extract from catalogue schema
crates/context-application/src/storage/git_catalogue.rs	  	85cfeb79b69e7ac4118081e03c758f5051b70381	729a8c44853f668bd5ab1970e283c6cff76375db9e604b20081c0495cc3d2b03	redesign	application, command, storage, or daemon composition
crates/context-application/src/storage/launch.rs	 M	3b1220aa7d15b0ad0db1b78721da25a25362a419	bdc3aafc453abcf6b2cf536761aab132191289d30480735a58e9098e80e4ca9e	redesign	application, command, storage, or daemon composition
crates/context-application/src/storage/mod.rs	 M	ea73a28e4ae109558036581e1bd18f42a025162c	f2d6c9f16b5fa15aca8a6b866216f5146859c83eb6099d3780305271b01c966c	redesign	application, command, storage, or daemon composition
crates/context-application/src/storage/navigation.rs	  	647c935711725be08cde5b6a77cdbe6668edf4ca	4c31faa10b61f1c9065841af59164e50bc841924d95de36a60d26e92c54d1920	redesign	application, command, storage, or daemon composition
crates/context-application/src/storage/privacy.rs	  	449ec5cbd7f0bf5d461bd32ef6886788b3809fd5	be11e6f4aaa2369468bf1a724c4df5b6b6afed8984483914fee978efdbc5cb83	redesign	application, command, storage, or daemon composition
crates/context-application/src/storage/provider.rs	  	5f6ade191dac7356aabd84c5f7f57456f524d06a	2d467f7295408cc54ed1e97ebfd499e99396c73e6fd25fddffa3d813350efe60	redesign	storage primitive to extract from catalogue schema
crates/context-application/src/storage/recovery.rs	 M	c9859520d278d08e547d5e5607d056c539d49b50	cc6a928eaff62b2cb19d7a969e3863c60e9281a1694ee44d21cef60fef9c0f26	redesign	application, command, storage, or daemon composition
crates/context-application/src/storage/resolution.rs	  	03a638a53f7305503389703d1876a95931a1e81f	bf6e07f2cdef33c9695e4c8188d38c703748068364b58556dec69b84972bfd32	redesign	application, command, storage, or daemon composition
crates/context-application/src/storage/schema.rs	 M	1056dc593ad7a31a4e53c889836bc03ebf16d302	c4cc9aa70bedcb6a7a0cf2e288a25e319f4fa4c42ec5e63a54abe2af2b270f05	redesign	storage primitive to extract from catalogue schema
crates/context-application/src/storage/search.rs	  	60ebfef8ba66a2d82dee576f1f33a810ea91d09f	2f07a4d86b045ef8474ace508a932a9b569a8d7aaf9e71afaa93fa295f2b3473	redesign	application, command, storage, or daemon composition
crates/context-application/src/storage/transfer.rs	  	447eaa1c36bcfa3c267d5dfdc56f77de6f3b708f	99096a29063bcf5e4026e6e7bd8d2d8d6b9b32d56f5db68ae725c49689c918a2	redesign	application, command, storage, or daemon composition
crates/context-application/src/storage/workflow.rs	  	a03329d5a8a9b1353699baaa1cf5353033855952	bb8056d3553b922db4c0dff6321cd92ab8b291c29e0333524b78d9ff33f57d25	redesign	application, command, storage, or daemon composition
crates/context-application/src/storage/workflow_launch.rs	??	-	088e0ed4f6a72f4e926b0a87a03319720ca73fa724acd81df592c29cf2d1ec9d	redesign	application, command, storage, or daemon composition
crates/context-application/src/storage/workflow_operation.rs	??	-	66b0462d4b873fb87e2fb1759c354e8455e767fee69777d654e43180db612ca2	redesign	application, command, storage, or daemon composition
crates/context-application/src/storage/workflow_phase2_tests.rs	??	-	2677a3cb9726e79519d9fcf4a9e4fe0d2a6861c4fb7ef58bfc6949e227f34939	redesign	application, command, storage, or daemon composition
crates/context-application/src/storage/workflow_tests.rs	  	beee4886ccfed0eb851a9042bbaa86f05f51d78d	2432b617ebc8f5da8741e3cb9edef1379a26d24c4750e0271965ca6322ea180b	redesign	application, command, storage, or daemon composition
crates/context-application/src/storage/write.rs	  	47bd474df50114e51bcb0fc8894e4f47355555ab	0cb866ab0ba200928b301a9774a79845450be8f5cded7819720dc8df7688c736	redesign	storage primitive to extract from catalogue schema
crates/context-application/src/workflow.rs	  	04541d0786651311e15ba6fe98e4730cf227c9fd	381d190eb61836fb2c668ff47478b6ae40708d4b472121a1d67078df57b4dc35	redesign	application, command, storage, or daemon composition
crates/context-application/src/workflow_contract.rs	??	-	c12d504b9cbb6207a48d6530808891fb80e07cea123859db5fbe60aa77251b45	redesign	application, command, storage, or daemon composition
crates/context-application/tests/large_catalogue.rs	  	4c080951cba1e72db5d9097802a335fd161f2d71	fddc4bd7e5c5de31c885227941ac6e0c2c1927217ecdbca95b991c5f99cc8fe3	redesign	application, command, storage, or daemon composition
crates/context-core/Cargo.toml	  	4c6bbda23531973299b88ce5540960fd2422fbfa	adb4a48af04925d38f26b53d44545655ff7d459b07697ba6b3715678466a7c7f	keep-adapt	provider-neutral core or native adapter
crates/context-core/src/association.rs	  	c9f54df2b7be0a79bf92db8a29192a9ec884ce0d	8dbf2cfca357acda578a7e408243d31820b6cb8de99461676ea23276c2cb133e	keep-adapt	provider-neutral core or native adapter
crates/context-core/src/conversation.rs	  	9d3225a76e3c241d7a697fadd92f640f3f097eae	5c5fff1c74a6fc77fcf4af4e984f79d2d04496c04589a82f75a752e7bad9dcb2	keep-adapt	provider-neutral core or native adapter
crates/context-core/src/identity.rs	  	4e7ce311713c56273828d902d95fc943547000f6	f48d771c9e88044385cf4248628764179df447d247035d873966f8de2691221c	keep-adapt	provider-neutral core or native adapter
crates/context-core/src/launch.rs	 M	6a90cdfe0f948cfe9fcc53fe30b9db51caff45ba	0dc43578cc7e68af815639bda0c30e689cd8e7f29af845fdf78f0becb0607d60	keep-adapt	provider-neutral core or native adapter
crates/context-core/src/lib.rs	 M	82cd6ae75834f63d1a7cf84e478c2a6526798409	4dd11ff5f34a57a8ecd5e7ca93e60c1632d4e28b87949809ddfb18f5fef91103	keep-adapt	provider-neutral core or native adapter
crates/context-core/src/live.rs	  	5be0f5375ae2c6d13b1a505ace8900d004f06b21	20a74cdec7ed7ef805d96995ff62b2b185b0364bb0c0b8350779ab9b0a2e26a9	keep-adapt	provider-neutral core or native adapter
crates/context-core/src/workflow.rs	 M	772407b45e7a351c05a2279e456cc26ada318691	21c3fd30d3e91bb473af25d96aa773174cfa210ae26c8acfcaa2563df3d7ebc4	keep-adapt	provider-neutral core or native adapter
crates/contextctl/Cargo.toml	  	d5929dae0c5123dc7e5c972687086032fdfffb18	a9769f88b50c13ecd39ef6f534dcc87ab1d28212ab89bb621271bd80b50f9b0a	redesign	application, command, storage, or daemon composition
crates/contextctl/src/bin/contextctl-codex-app-server-fixture.rs	  	49cd5ee05e5252bd90e349e0894119b6513806e7	6b7ed7a1ef004c4758d50c4ca3beea156b76c4054c420c0319704cba2da3b55d	redesign	application, command, storage, or daemon composition
crates/contextctl/src/bin/contextctl-github-fixture.rs	  	c78b279065c345f2bf8e9f8e1fe38a29f89003da	a0193e7f4fbf807056fec2616c108a43ae403d2a4991ac2989114dd540ff4f5c	redesign	application, command, storage, or daemon composition
crates/contextctl/src/bin/contextctl-launch-fixture.rs	  	b3a0705862b639a8ee19cc54ddb7e1b557ca2704	17c2e6f229e107121598f4116df92444a2be8c7e5ecfb5f1f7d31780cafb8a55	redesign	application, command, storage, or daemon composition
crates/contextctl/src/cli.rs	 M	0899b2495c97dc78f339911a7e5351ede82d36ef	137916cf1e039d60fc48831729b8f6170f5627c5ba4286530adafd299f8faa7d	redesign	application, command, storage, or daemon composition
crates/contextctl/src/lib.rs	 M	9e3e50416dbcddbaebc9370bd777e5e5be282c88	e0ed25c03cc28d426118dafbcf938df0548647a5d7dfcf375ea3242a052d2c4e	redesign	application, command, storage, or daemon composition
crates/contextctl/src/main.rs	  	35bdfe462381c0c8bb8e92a6c1c942621e94adeb	f4b6d1dd4913ce0c9382b6a6f704106cced7c537446b297fb775aafa34444676	redesign	application, command, storage, or daemon composition
crates/contextctl/src/mcp.rs	??	-	509e402d29ed222c8289fb2ad93c37491738f40025c9ecb3de162fd11ad21710	redesign	application, command, storage, or daemon composition
crates/contextctl/tests/cli.rs	  	05c1dc85a30dc305e828ffb8fbca605e91f790a0	b68b496a5496bd1ac2147c8bf908482de63d8cd64a89597bc38487c7fe5c85af	redesign	application, command, storage, or daemon composition
crates/contextctl/tests/codex_app_server.rs	  	331bd8795077a0a71eee821a22799da2caf27fdc	986a436699bd7b4f3f5e4b2663517f885bc54c41e75561c6bc0e8d31fa813106	redesign	application, command, storage, or daemon composition
crates/contextctl/tests/native_integration_flow.rs	 M	d1585cade24df8e916e76a6c249176b0d2b86511	9b9145cb64759b26fd073b48b221c95d2e927c0111150ba33d143b8e3ad0c7f6	redesign	application, command, storage, or daemon composition
crates/contextd/Cargo.toml	  	a787e826a5bf72ba740099f7a52f05c4f4b14f74	9d06a0fef9304e200f3fa7d5421cec0ce2c24e3cda7fa66c5cbb74c968a0342b	redesign	application, command, storage, or daemon composition
crates/contextd/src/catalogue.rs	  	6341f9985c096ca400a2b22a957fa0898e535078	462df53ae2e19eae0156b7486eb010a7e8567ad5dd00c1de568d7f56d6e30a19	redesign	application, command, storage, or daemon composition
crates/contextd/src/client.rs	  	dcdf3c29a324f1ed4a4fec6c6bb67215e508dbd4	ce0851bd8c344c7e0219bc1ef452e809c1b01d910da150ea69717360c7f9f501	keep-adapt	daemon IPC or watcher foundation
crates/contextd/src/endpoint.rs	  	8f5638f0eb226004e163916037e99ab01fff0aaa	e422bb3cb4a101d77b26c69c1af7193ad4e3690fda7ef075a8e9f6a1b1197348	keep-adapt	daemon IPC or watcher foundation
crates/contextd/src/error.rs	  	2f63a08090721d7ce67461839d5e382521e55923	ce5f66bc0de37fae0fc49cecdc6ae87e024dac9d13144476611e5f6c3afda956	keep-adapt	daemon IPC or watcher foundation
crates/contextd/src/lib.rs	 M	309a8eeadb9232315cbec04589356a1b5e4993e3	24c99f8b0528d2b0fb447972e0e2df5400363a81bfab662638d45abaf6fca0cd	redesign	application, command, storage, or daemon composition
crates/contextd/src/main.rs	  	422c31e8b710b9434fa392a68c6d8fe52321a7da	ee9208b152c42d1c6dbc54e6133d12655af12247651313d30bf0fd70bdc20265	redesign	application, command, storage, or daemon composition
